month,cf
1,0.1887702956989247
2,0.1507685863095238
3,0.19560499999999997
4,0.18234313888888903
5,0.13828631720430107
6,0.14525077777777778
7,0.1457188037634409
8,0.17909225806451629
9,0.18421625000000003
10,0.20833954301075286
11,0.21285412500000006
12,0.19470228494623654
