generation,fitness
1961,4427611.5
1962,4427596
1963,4427596
1964,4427596
1965,4427594.5
1966,4427571.5
1967,4427415
1968,4427413.5
1969,4427413.5
1970,4427413.5
1971,4427320
1972,4427310
1973,4427211
1974,4427211
1975,4427011.5
1976,4427011.5
1977,4426175
1978,4425840
1979,4425840
1980,4425840
1981,4425840
1982,4425840
1983,4425664.5
1984,4425444
1985,4425444
1986,4425444
1987,4425444
1988,4424993
1989,4424993
1990,4424993
1991,4424993
1992,4424844
1993,4424844
1994,4424844
1995,4424840.5
1996,4424491
1997,4424491
1998,4424192.5
1999,4424192.5
2000,4424192.5
2001,4424192.5
2002,4424365
2003,4424365
2004,4424365
2005,4424365
2006,4424365
2007,4424294
2008,4424294
2009,4424294
2010,4424294
2011,4424273
2012,4424278
2013,4424278
2014,4424278
2015,4424278
2016,4424032
2017,4424032
2018,4424032
2019,4424032
2020,4424032
2021,4424032
2022,4424032
2023,4424032
2024,4424032
2025,4423988
2026,4423988
2027,4423988
2028,4423988
2029,4423988
2030,4423924
2031,4423906
2032,4423906
2033,4423906
2034,4423906
2035,4423906
2036,4423906
2037,4423906
2038,4423906
2039,4423875.5
2040,4423875.5
2041,4423875.5
2042,4423827.5
2043,4423827.5
2044,4423827.5
2045,4423827.5
2046,4423786
2047,4423786
2048,4423786
2049,4423786
2050,4423786
2051,4423786
2052,4423786
2053,4423786
2054,4423786
2055,4423786
2056,4423786
2057,4423786
2058,4423786
2059,4423786
2060,4423786
