ora,fotovoltaico_cf,fotovoltaico_produzione,eolico_cf,eolico_produzione,wec_cf,wec_produzione,consumo,produzione_diesel
2019-09-19T23:00:00,0.70173,1403460.0,0.70173,7017300.0,0.3296805731798834,2637444.5854390673,1372560.2626518274,0
2019-09-20T00:00:00,0.72624,1452480.0,0.72624,7262400.0,0.3296805731798834,2637444.5854390673,1558376.14912518,0
2019-09-20T01:00:00,0.6971499999999999,1394299.9999999998,0.6971499999999999,6971499.999999999,0.26904832489057523,2152386.599124602,1642488.018270792,0
2019-09-20T02:00:00,0.64343,1286860.0,0.64343,6434299.999999999,0.26904832489057523,2152386.599124602,1304265.5121775602,0
2019-09-20T03:00:00,0.47552,951040.0,0.47552,4755200.0,0.26904832489057523,2152386.599124602,1592325.0805739353,0
2019-09-20T04:00:00,0.28161,563220.0,0.28161,2816100.0000000005,0.26904832489057523,2152386.599124602,2327631.9869296034,0
2019-09-20T05:00:00,0.04363,87260.0,0.04363,436300.0,0.26904832489057523,2152386.599124602,2188156.6445520474,0
2019-09-20T06:00:00,0.0,0.0,0.0,0.0,0.26904832489057523,2152386.599124602,2683374.333207691,530987.734083089
2019-09-20T07:00:00,0.0,0.0,0.0,0.0,0.26904832489057523,2152386.599124602,2023415.948489751,0
2019-09-20T08:00:00,0.0,0.0,0.0,0.0,0.26904832489057523,2152386.599124602,2227827.858021643,75441.25889704097
2019-09-20T09:00:00,0.0,0.0,0.0,0.0,0.26904832489057523,2152386.599124602,2484778.9858470196,332392.38672241755
2019-09-20T10:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2303542.4659376666,0
2019-09-20T11:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2374577.899470407,0
2019-09-20T12:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2357710.3608809984,0
2019-09-20T13:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2189141.9251313917,0
2019-09-20T14:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2322348.419368239,0
2019-09-20T15:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2534187.949647554,0
2019-09-20T16:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,1867977.5024283142,0
2019-09-20T17:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2730734.2899049902,93289.7044659229
2019-09-20T18:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,3682188.159205818,1044743.5737667507
2019-09-20T19:00:00,0.12339,246780.0,0.12339,1233900.0,0.3296805731798834,2637444.5854390673,2980771.709670832,0
2019-09-20T20:00:00,0.33976,679520.0,0.33976,3397600.0,0.3296805731798834,2637444.5854390673,2736833.116622482,0
2019-09-20T21:00:00,0.45992,919840.0,0.45992,4599200.0,0.3296805731798834,2637444.5854390673,1953176.2280522645,0
2019-09-20T22:00:00,0.5555800000000001,1111160.0000000002,0.5555800000000001,5555800.000000001,0.3296805731798834,2637444.5854390673,2042040.1994404874,0
2019-09-20T23:00:00,0.66137,1322740.0,0.66137,6613700.0,0.26904832489057523,2152386.599124602,1904032.5052295933,0
2019-09-21T00:00:00,0.6515,1303000.0,0.6515,6515000.0,0.26904832489057523,2152386.599124602,1327653.371620094,0
2019-09-21T01:00:00,0.60242,1204840.0,0.60242,6024200.0,0.26904832489057523,2152386.599124602,1574711.9164874174,0
2019-09-21T02:00:00,0.58587,1171740.0,0.58587,5858700.0,0.3296805731798834,2637444.5854390673,1476756.125028019,0
2019-09-21T03:00:00,0.46585000000000004,931700.0000000001,0.46585000000000004,4658500.0,0.3296805731798834,2637444.5854390673,1466166.7782409647,0
2019-09-21T04:00:00,0.2681,536200.0,0.2681,2681000.0,0.3296805731798834,2637444.5854390673,1906085.218671172,0
2019-09-21T05:00:00,0.06669,133380.0,0.06669,666900.0,0.3296805731798834,2637444.5854390673,2134111.161993811,0
2019-09-21T06:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2269282.710672578,0
2019-09-21T07:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2342061.4627566617,0
2019-09-21T08:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2001331.034803208,0
2019-09-21T09:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2240870.140946391,0
2019-09-21T10:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2659241.504515011,21796.91907594353
2019-09-21T11:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2459378.156291934,0
2019-09-21T12:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2332637.1253627446,0
2019-09-21T13:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2799025.501541161,161580.91610209364
2019-09-21T14:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2269205.179325053,0
2019-09-21T15:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2002637.8368893822,0
2019-09-21T16:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2444846.815073078,0
2019-09-21T17:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,2709196.3476343458,71751.76219527842
2019-09-21T18:00:00,0.0,0.0,0.0,0.0,0.3296805731798834,2637444.5854390673,3578254.6462651603,940810.060826093
2019-09-21T19:00:00,0.10840999999999999,216819.99999999997,0.10840999999999999,1084100.0,0.3296805731798834,2637444.5854390673,3039018.822513104,0
2019-09-21T20:00:00,0.24642,492840.0,0.24642,2464200.0,0.3296805731798834,2637444.5854390673,2557307.204092333,0
2019-09-21T21:00:00,0.38533999999999996,770679.9999999999,0.38533999999999996,3853399.9999999995,0.3296805731798834,2637444.5854390673,2210298.967307108,0
2019-09-21T22:00:00,0.47945,958900.0,0.47945,4794500.0,0.3296805731798834,2637444.5854390673,1974289.4338496865,0
2019-09-21T23:00:00,0.51086,1021720.0,0.51086,5108600.0,0.3296805731798834,2637444.5854390673,2280708.823704619,0
2019-09-22T00:00:00,0.6206499999999999,1241299.9999999998,0.6206499999999999,6206499.999999999,0.3296805731798834,2637444.5854390673,1720500.8629960844,0
2019-09-22T01:00:00,0.59499,1189980.0,0.59499,5949900.0,0.3296805731798834,2637444.5854390673,1662529.9214807053,0
2019-09-22T02:00:00,0.5077200000000001,1015440.0000000001,0.5077200000000001,5077200.000000001,0.3296805731798834,2637444.5854390673,1507464.68734625,0
2019-09-22T03:00:00,0.3529,705800.0,0.3529,3529000.0,0.3296805731798834,2637444.5854390673,1608187.4190716795,0
