data,cf_fotovoltaico,cf_eolico,cf_wec,energia_consumata
2019-01-02T00:00:00,0.0,0.9516728799949504,0.416969409517031,1185588.4436015235
2019-01-02T01:00:00,0.0,0.8631801065227335,0.2858260570410557,1154343.8817057023
2019-01-02T02:00:00,0.0,0.7743072032985492,0.2858260570410557,1387500.5576620481
2019-01-02T03:00:00,0.0,0.6587982384419863,0.2858260570410557,1555608.9524330585
2019-01-02T04:00:00,0.0,0.5689338841669559,0.3221977893727611,1963557.989058312
2019-01-02T05:00:00,0.0,0.5006386226440844,0.3221977893727611,2217074.493984673
2019-01-02T06:00:00,0.00319,0.43694884625375335,0.22799861403038194,1888476.0509959497
2019-01-02T07:00:00,0.07038,0.3822242415481585,0.22799861403038194,1802978.0553241689
2019-01-02T08:00:00,0.19174000000000002,0.37089480720273676,0.22799861403038194,1643305.84754393
2019-01-02T09:00:00,0.35938,0.3261228517466082,0.22799861403038194,1824407.8132326046
2019-01-02T10:00:00,0.43106,0.30418670603832054,0.22799861403038194,1669907.5055799752
2019-01-02T11:00:00,0.5023500000000001,0.2251052904341151,0.22799861403038194,2044538.2531940674
2019-01-02T12:00:00,0.60588,0.20710129506012304,0.22799861403038194,2208657.4655318866
2019-01-02T13:00:00,0.61518,0.21952117554977496,0.22799861403038194,1875511.0237929604
2019-01-02T14:00:00,0.51848,0.24705282945891796,0.22799861403038194,1641871.2691172024
2019-01-02T15:00:00,0.32822,0.35505259675223294,0.22799861403038194,1221138.2517108175
2019-01-02T16:00:00,0.18106,0.4900663973398601,0.22799861403038194,1690236.3894978254
2019-01-02T17:00:00,0.065,0.6690283285619675,0.22799861403038194,1789860.3616594472
2019-01-02T18:00:00,0.0,0.8821856241245386,0.22799861403038194,2742748.632733494
2019-01-02T19:00:00,0.0,0.9167010537198319,0.2858260570410557,2571230.100281504
2019-01-02T20:00:00,0.0,0.914135849168171,0.2858260570410557,2261768.50330625
2019-01-02T21:00:00,0.0,0.75593477656142,0.2858260570410557,2053666.43925443
2019-01-02T22:00:00,0.0,0.5393373117625446,0.2858260570410557,1460924.7796185673
2019-01-02T23:00:00,0.0,0.6171883933003348,0.2858260570410557,1399702.4419918524
2019-01-03T00:00:00,0.0,0.7479559566498172,0.2858260570410557,1313329.0324463772
2019-01-03T01:00:00,0.0,0.887019928270527,0.2858260570410557,1174825.8531356577
2019-01-03T02:00:00,0.0,0.9449994729812236,0.2858260570410557,874485.8252025649
2019-01-03T03:00:00,0.0,0.790712126502588,0.2858260570410557,1389492.0879328751
2019-01-03T04:00:00,0.0,0.6492324924149061,0.2858260570410557,1265290.508054416
2019-01-03T05:00:00,0.0,0.5273057588922604,0.2858260570410557,1523410.5300492265
2019-01-03T06:00:00,0.00246,0.4255214590213153,0.2858260570410557,1431516.1731928396
2019-01-03T07:00:00,0.07795,0.3440063752674313,0.2858260570410557,1569533.568167149
2019-01-03T08:00:00,0.12796,0.23034759541067834,0.2858260570410557,1397579.5345298264
2019-01-03T09:00:00,0.16469999999999999,0.3080250788040325,0.2858260570410557,1418646.0856789853
2019-01-03T10:00:00,0.25178,0.5908608142675686,0.2858260570410557,1287930.3656458391
2019-01-03T11:00:00,0.38739999999999997,0.6886572226325673,0.2858260570410557,1425244.330401521
2019-01-03T12:00:00,0.5337999999999999,0.823093377193574,0.2858260570410557,1835480.93727537
2019-01-03T13:00:00,0.58916,0.860353775509079,0.2858260570410557,1840347.246712698
2019-01-03T14:00:00,0.5376000000000001,0.8602308720732066,0.2858260570410557,1698358.4498583472
2019-01-03T15:00:00,0.37838,0.9486185171189906,0.2858260570410557,1407812.7714572384
2019-01-03T16:00:00,0.22138,0.9823615426917294,0.2858260570410557,1554060.5273348694
2019-01-03T17:00:00,0.09722,0.9980361269814885,0.2858260570410557,2030878.1844075338
2019-01-03T18:00:00,0.0,0.9928684578451071,0.2858260570410557,1809585.7223294312
2019-01-03T19:00:00,0.0,0.9804509503161009,0.2858260570410557,2019705.5315159645
2019-01-03T20:00:00,0.0,0.9720204367360183,0.416969409517031,1853575.058011677
2019-01-03T21:00:00,0.0,0.9855506856480434,0.416969409517031,1342608.5446318514
2019-01-03T22:00:00,0.0,0.8660469089318446,0.416969409517031,1251549.4234495098
2019-01-03T23:00:00,0.0,0.9624446830216605,0.3221977893727611,1414264.772080003
2019-01-04T00:00:00,0.0,0.9779087277683212,0.3221977893727611,1390867.0188951585
2019-01-04T01:00:00,0.0,0.9751185729004272,0.3221977893727611,1180369.8931239014
2019-01-04T02:00:00,0.0,0.9497413151250951,0.3221977893727611,1214292.0240797931
2019-01-04T03:00:00,0.0,0.9826361587757519,0.3221977893727611,1466466.4619985318
2019-01-04T04:00:00,0.0,0.9838174403666535,0.3221977893727611,1692124.056895965
2019-01-04T05:00:00,0.0,0.9950447363933979,0.3221977893727611,2136901.2184072784
2019-01-04T06:00:00,0.0,0.997879208554805,0.3221977893727611,1854220.4854403385
2019-01-04T07:00:00,0.019399999999999997,1.0,0.3221977893727611,1518688.5990540541
2019-01-04T08:00:00,0.11839,1.0,0.3221977893727611,1651341.3958260606
2019-01-04T09:00:00,0.23742,1.0,0.3221977893727611,1735245.4875461552
2019-01-04T10:00:00,0.36713999999999997,0.9954026204157158,0.3221977893727611,1718161.3009126873
2019-01-04T11:00:00,0.35852,0.9993199010745779,0.3221977893727611,2159161.868068282
2019-01-04T12:00:00,0.50527,0.9914450095518107,0.3221977893727611,1853749.4024065787
2019-01-04T13:00:00,0.49332,0.9974085003942306,0.3221977893727611,1747421.7663594384
