date,renewable_used,diesel_used,charge,energy_used,accumulator_used,solar_used,wind_used,wec_used,wasted_energy
2019-01-02T00:00:00,1903345.8,0,696224.56,1185588.5,0,0,1903345.8,0,717757.25
2019-01-02T01:00:00,1726360.3,0,1251080.5,1154343.9,0,0,1726360.3,0,572016.4
2019-01-02T02:00:00,1548614.4,0,1407361,1387500.5,0,0,1548614.4,0,161113.88
2019-01-02T03:00:00,1317596.4,0,1164491,1555609,238012.63,0,1317596.4,0,0
2019-01-02T04:00:00,1137867.8,0,321949.94,1963558,825690.25,0,1137867.8,0,0
2019-01-02T05:00:00,1001277.2,900286.3,0,2217074.5,315510.94,0,1001277.2,0,0
2019-01-02T06:00:00,903197.8,985278.2,0,1888476,0,29300.15,873897.7,0,0
2019-01-02T07:00:00,1410888.8,392089.25,0,1802978,0,646440.3,764448.44,0,0
2019-01-02T08:00:00,2502921.5,0,833827.2,1643305.9,0,1761132,741789.6,0,859615.6
2019-01-02T09:00:00,3953151,0,2898708,1824407.9,0,3300905.3,652245.7,0,2128743
2019-01-02T10:00:00,4567659.5,0,5709527.5,1669907.5,0,3959286,608373.4,0,2897752
2019-01-02T11:00:00,5064295,0,8638692,2044538.3,0,4614084.5,450210.56,0,3019756.8
2019-01-02T12:00:00,5979210.5,0,12296128,2208657.5,0,5565008,414202.6,0,3770553
2019-01-02T13:00:00,6089471,0,16383669,1875511,0,5650428.5,439042.38,0,4213960
2019-01-02T14:00:00,5256344.5,0,19889708,1641871.3,0,4762239,494105.66,0,3614473.3
2019-01-02T15:00:00,3724806,0,22318266,1221138.3,0,3014700.8,710105.2,0,2503667.8
2019-01-02T16:00:00,2643169,0,23242610,1690236.4,0,1663036.1,980132.8,0,952932.6
2019-01-02T17:00:00,1935081.6,0,23383474,1789860.4,0,597025,1338056.6,0,145221.25
2019-01-02T18:00:00,1764371.3,0,22385130,2742748.8,978377.5,0,1764371.3,0,0
2019-01-02T19:00:00,1833402.1,0,21632244,2571230,737827.9,0,1833402.1,0,0
2019-01-02T20:00:00,1828271.8,0,21189900,2261768.5,433496.75,0,1828271.8,0,0
2019-01-02T21:00:00,1511869.5,0,20637046,2053666.5,541797,0,1511869.5,0,0
2019-01-02T22:00:00,1078674.6,0,20246994,1460924.8,382250.13,0,1078674.6,0,0
2019-01-02T23:00:00,1234376.8,0,20078294,1399702.5,165325.75,0,1234376.8,0,0
2019-01-03T00:00:00,1495912,0,20255400,1313329,0,0,1495912,0,182583
2019-01-03T01:00:00,1774039.9,0,20836638,1174825.9,0,0,1774039.9,0,599214
2019-01-03T02:00:00,1889998.9,0,21821686,874485.8,0,0,1889998.9,0,1015513.06
2019-01-03T03:00:00,1581424.3,0,22007860,1389492.1,0,0,1581424.3,0,191932.13
2019-01-03T04:00:00,1298465,0,22040040,1265290.5,0,0,1298465,0,33174.5
2019-01-03T05:00:00,1054611.6,0,21561674,1523410.5,468798.88,0,1054611.6,0,0
2019-01-03T06:00:00,873638.06,0,20992410,1431516.1,557878.06,22595.102,851042.94,0,0
2019-01-03T07:00:00,1403983.5,0,20823482,1569533.6,165550.13,715970.75,688012.75,0,0
2019-01-03T08:00:00,1636007.8,0,21054758,1397579.5,0,1175312.6,460695.2,0,238428.25
2019-01-03T09:00:00,2128819.8,0,21743626,1418646.1,0,1512769.5,616050.2,0,710173.6
2019-01-03T10:00:00,3494321,0,23883824,1287930.4,0,2312599.3,1181721.6,0,2206390.5
2019-01-03T11:00:00,4935583.5,0,26700000,1425244.4,0,3558269,1377314.5,0,3510339
2019-01-03T12:00:00,6549140,0,26700000,1835480.9,0,4902953,1646186.8,0,4713659
2019-01-03T13:00:00,7132142.5,0,26700000,1840347.3,0,5411435,1720707.5,0,5291795
2019-01-03T14:00:00,6658318,0,26700000,1698358.5,0,4937856,1720461.8,0,4959959.5
2019-01-03T15:00:00,5372657,0,26700000,1407812.8,0,3475420.3,1897237,0,3964844.3
2019-01-03T16:00:00,3998098.5,0,26700000,1554060.5,0,2033375.3,1964723.1,0,2444038
2019-01-03T17:00:00,2889038,0,26700000,2030878.1,0,892965.75,1996072.3,0,858159.9
2019-01-03T18:00:00,1985737,0,26700000,1809585.8,0,0,1985737,0,176151.25
2019-01-03T19:00:00,1960901.9,0,26639996,2019705.5,58803.625,0,1960901.9,0,0
2019-01-03T20:00:00,1944040.9,0,26700000,1853575,0,0,1944040.9,0,90465.875
2019-01-03T21:00:00,1971101.4,0,26700000,1342608.5,0,0,1971101.4,0,628492.9
2019-01-03T22:00:00,1732093.8,0,26700000,1251549.4,0,0,1732093.8,0,480544.38
2019-01-03T23:00:00,1924889.4,0,26700000,1414264.8,0,0,1924889.4,0,510624.63
2019-01-04T00:00:00,1955817.5,0,26700000,1390867,0,0,1955817.5,0,564950.5
2019-01-04T01:00:00,1950237.1,0,26700000,1180369.9,0,0,1950237.1,0,769867.25
2019-01-04T02:00:00,1899482.6,0,26700000,1214292,0,0,1899482.6,0,685190.6
2019-01-04T03:00:00,1965272.3,0,26700000,1466466.5,0,0,1965272.3,0,498805.75
2019-01-04T04:00:00,1967634.9,0,26700000,1692124,0,0,1967634.9,0,275510.88
2019-01-04T05:00:00,1990089.4,0,26550192,2136901.3,146811.88,0,1990089.4,0,0
2019-01-04T06:00:00,1995758.4,0,26687484,1854220.5,0,0,1995758.4,0,141537.88
2019-01-04T07:00:00,2178189,0,26700000,1518688.6,0,178189,2000000,0,659500.4
2019-01-04T08:00:00,3087412,0,26700000,1651341.4,0,1087412.1,2000000,0,1436070.6
2019-01-04T09:00:00,4180702.8,0,26700000,1735245.5,0,2180702.8,2000000,0,2445457.3
2019-01-04T10:00:00,5362986,0,26700000,1718161.3,0,3372180.8,1990805.3,0,3644824.8
2019-01-04T11:00:00,5291646,0,26700000,2159161.8,0,3293006.3,1998639.9,0,3132484.3
2019-01-04T12:00:00,6623795,0,26700000,1853749.4,0,4640905,1982890,0,4770045.5
2019-01-04T13:00:00,6525961,0,26700000,1747421.8,0,4531144,1994817,0,4778539
2019-01-04T14:00:00,6791231,0,26700000,1558256,0,4799805.5,1991425.8,0,5232975
2019-01-04T15:00:00,5929343,0,26700000,1741874.1,0,3929343,2000000,0,4187469
2019-01-04T16:00:00,4675131,0,26700000,1715183.6,0,2675131.3,2000000,0,2959947.5
2019-01-04T17:00:00,3124887,0,26700000,2637171.3,0,1124887,2000000,0,487715.75
2019-01-04T18:00:00,2000000,0,25855206,2827898.8,827898.75,0,2000000,0,0
2019-01-04T19:00:00,2000000,0,25911846,1941607.4,0,0,2000000,0,58392.625
2019-01-04T20:00:00,2000000,0,25801428,2108209.3,108209.25,0,2000000,0,0
2019-01-04T21:00:00,2000000,0,25907626,1890518.5,0,0,2000000,0,109481.5
2019-01-04T22:00:00,1985943.4,0,25987324,1903780.5,0,0,1985943.4,0,82162.875
2019-01-04T23:00:00,1991513.8,0,26406338,1559539.8,0,0,1991513.8,0,431974
2019-01-05T00:00:00,2000000,0,26700000,1225073.9,0,0,2000000,0,774926.1
2019-01-05T01:00:00,2000000,0,26700000,1436957,0,0,2000000,0,563043
2019-01-05T02:00:00,2000000,0,26700000,1394969.5,0,0,2000000,0,605030.5
2019-01-05T03:00:00,2000000,0,26700000,1182007.5,0,0,2000000,0,817992.5
2019-01-05T04:00:00,2000000,0,26700000,1341088.6,0,0,2000000,0,658911.4
2019-01-05T05:00:00,2000000,0,26700000,1726214.1,0,0,2000000,0,273785.88
2019-01-05T06:00:00,2036831.9,0,26700000,1964177.5,0,36831.848,2000000,0,72654.375
2019-01-05T07:00:00,3005298.3,0,26700000,1449757.5,0,1005298.25,2000000,0,1555540.8
2019-01-05T08:00:00,4206880,0,26700000,1396158.5,0,2206880,2000000,0,2810721.5
2019-01-05T09:00:00,5403815,0,26700000,1344568.1,0,3404603.8,1999211.4,0,4059247
2019-01-05T10:00:00,7054693,0,26700000,2137035.3,0,5560782.5,1493910.8,0,4917658
2019-01-05T11:00:00,7816172.5,0,26700000,1797578.4,0,5839639,1976533.4,0,6018594
2019-01-05T12:00:00,7577132,0,26700000,1729771,0,5577132,2000000,0,5847361
2019-01-05T13:00:00,7504336,0,26700000,1726823.4,0,5507142,1997194.1,0,5777512.5
2019-01-05T14:00:00,7515688.5,0,26700000,1686858.1,0,5520460.5,1995228,0,5828830.5
2019-01-05T15:00:00,6673975,0,26700000,1459776.3,0,4677828.5,1996146.5,0,5214199
2019-01-05T16:00:00,5225588,0,26700000,1232234,0,3225588.3,2000000,0,3993354
2019-01-05T17:00:00,3469508,0,26700000,1801633.8,0,1469508.1,2000000,0,1667874.3
2019-01-05T18:00:00,2000000,0,25812380,2869866.8,869866.75,0,2000000,0,0
2019-01-05T19:00:00,2000000,0,25447806,2357283,357283,0,2000000,0,0
2019-01-05T20:00:00,2000000,0,25670118,1770811.9,0,0,2000000,0,229188.13
2019-01-05T21:00:00,2000000,0,25873246,1790590.1,0,0,2000000,0,209409.88
2019-01-05T22:00:00,1969592.5,0,26213628,1618683.4,0,0,1969592.5,0,350909.13
2019-01-05T23:00:00,1654844.3,0,26393878,1469020.5,0,0,1654844.3,0,185823.75
2019-01-06T00:00:00,1722659.3,0,26700000,1122487.8,0,0,1722659.3,0,600171.5
2019-01-06T01:00:00,1795295.8,0,26700000,1228704.5,0,0,1795295.8,0,566591.25
2019-01-06T02:00:00,1875342.8,0,26700000,1181929.6,0,0,1875342.8,0,693413.1
2019-01-06T03:00:00,1533709.3,0,26700000,1448103.6,0,0,1533709.3,0,85605.625
2019-01-06T04:00:00,1915227.5,0,26700000,1367773.4,0,0,1915227.5,0,547454.1
2019-01-06T05:00:00,1935240.8,0,26638196,1995808.6,60567.875,0,1935240.8,0,0
2019-01-06T06:00:00,1995249.8,0,26700000,1604678.9,0,7348,1987901.8,0,390570.88
2019-01-06T07:00:00,2789359,0,26700000,1311666.4,0,789358.94,2000000,0,1477692.6
2019-01-06T08:00:00,4455977,0,26700000,1533519.5,0,2455977.3,2000000,0,2922457.5
2019-01-06T09:00:00,6070333,0,26700000,1529698.4,0,4070333,2000000,0,4540634.5
2019-01-06T10:00:00,7099236.5,0,26700000,1537165.1,0,5099236.5,2000000,0,5562071.5
2019-01-06T11:00:00,7553526.5,0,26700000,1463094.8,0,5553526.5,2000000,0,6090432
2019-01-06T12:00:00,7625978.5,0,26700000,1349470.1,0,5630772,1995206.6,0,6276508.5
2019-01-06T13:00:00,7844800,0,26700000,1904445.6,0,5850386,1994414.3,0,5940354.5
2019-01-06T14:00:00,6838566.5,0,26700000,1315792.3,0,4838566.5,2000000,0,5522774
2019-01-06T15:00:00,5729753,0,26700000,1871049,0,3729753,2000000,0,3858704
2019-01-06T16:00:00,4450833.5,0,26700000,1218334.9,0,2450833.5,2000000,0,3232498.5
2019-01-06T17:00:00,3248241.5,0,26700000,1832050.1,0,1248241.5,2000000,0,1416191.4
2019-01-06T18:00:00,2000000,0,26555188,2141916.5,141916.5,0,2000000,0,0
2019-01-06T19:00:00,2000000,0,26422850,2129692,129692,0,2000000,0,0
2019-01-06T20:00:00,2000000,0,26645468,1770496.8,0,0,2000000,0,229503.25
2019-01-06T21:00:00,2000000,0,26700000,1324904.5,0,0,2000000,0,675095.5
2019-01-06T22:00:00,1999781.1,0,26700000,1472792.6,0,0,1999781.1,0,526988.5
2019-01-06T23:00:00,2000000,0,26700000,1394732.6,0,0,2000000,0,605267.4
2019-01-07T00:00:00,2000000,0,26700000,1350091.6,0,0,2000000,0,649908.4
2019-01-07T01:00:00,2000000,0,26700000,1222759.9,0,0,2000000,0,777240.1
2019-01-07T02:00:00,2000000,0,26700000,1277703.4,0,0,2000000,0,722296.6
2019-01-07T03:00:00,2000000,0,26700000,1118483.4,0,0,2000000,0,881516.6
2019-01-07T04:00:00,1989575.6,0,26700000,1836376.3,0,0,1989575.6,0,153199.38
2019-01-07T05:00:00,1953389.4,0,26700000,1923240.8,0,0,1953389.4,0,30148.625
2019-01-07T06:00:00,1962101,0,26700000,1938326.6,0,24891.35,1937209.6,0,23774.375
2019-01-07T07:00:00,2829492.5,0,26700000,1521524.8,0,866329.2,1963163.3,0,1307967.8
2019-01-07T08:00:00,4657002.5,0,26700000,1296891.5,0,2658690.3,1998312.1,0,3360111
2019-01-07T09:00:00,6258533.5,0,26700000,1353149.6,0,4258533.5,2000000,0,4905384
2019-01-07T10:00:00,6894523,0,26700000,1668531.6,0,5400137.5,1494385.4,0,5225991.5
2019-01-07T11:00:00,7571088,0,26700000,1431804.5,0,5970433.5,1600654.3,0,6139283.5
2019-01-07T12:00:00,7994569,0,26700000,1462273.4,0,6109127.5,1885441.6,0,6532295.5
2019-01-07T13:00:00,7882409.5,0,26700000,1792513.3,0,5935806.5,1946603.1,0,6089896
2019-01-07T14:00:00,6443402,0,26700000,1430799.3,0,4466757.5,1976644.8,0,5012603
2019-01-07T15:00:00,5940095.5,0,26700000,1760191.8,0,4015039,1925056.4,0,4179903.8
2019-01-07T16:00:00,4693819.5,0,26700000,1499561.5,0,2963815.8,1730003.6,0,3194258
2019-01-07T17:00:00,3141589,0,26700000,1917912.5,0,1483469.4,1658119.6,0,1223676.5
2019-01-07T18:00:00,1869866.6,0,26683160,1886369.6,16503,0,1869866.6,0,0
2019-01-07T19:00:00,1857138.6,0,26310440,2222403.5,365264.88,0,1857138.6,0,0
2019-01-07T20:00:00,1615406.8,0,26247564,1677026,61619.25,0,1615406.8,0,0
2019-01-07T21:00:00,1684134.9,0,26482346,1442091.5,0,0,1684134.9,0,242043.38
2019-01-07T22:00:00,1055606.8,0,25937584,1589472.6,533865.9,0,1055606.8,0,0
2019-01-07T23:00:00,1463805.6,0,26107290,1288852,0,0,1463805.6,0,174953.63
2019-01-08T00:00:00,1609731.3,0,26615022,1086296.4,0,0,1609731.3,0,523434.88
2019-01-08T01:00:00,1523049.3,0,26700000,1141475.5,0,0,1523049.3,0,381573.75
2019-01-08T02:00:00,1801572.8,0,26700000,1336432,0,0,1801572.8,0,465140.75
2019-01-08T03:00:00,1818479.6,0,26700000,1078573.9,0,0,1818479.6,0,739905.75
2019-01-08T04:00:00,1747119.3,0,26700000,1388636.4,0,0,1747119.3,0,358482.88
2019-01-08T05:00:00,1498437.1,0,26605266,1591276,92838.875,0,1498437.1,0,0
2019-01-08T06:00:00,1364297.3,0,26664630,1303098,0,0,1364297.3,0,61199.25
2019-01-08T07:00:00,1806709.8,0,26700000,1311805.8,0,666739.2,1139970.5,0,494904
2019-01-08T08:00:00,3221821,0,26700000,1349649.3,0,2064971.8,1156849.1,0,1872171.8
2019-01-08T09:00:00,4189389.5,0,26700000,1345037.3,0,2966387.5,1223002.1,0,2844352.3
2019-01-08T10:00:00,5563429,0,26700000,1799183.6,0,4337340.5,1226088.4,0,3764245.5
2019-01-08T11:00:00,6170954.5,0,26700000,1366579.6,0,4955399.5,1215555.1,0,4804375
2019-01-08T12:00:00,5697816,0,26700000,1031298.94,0,4331278.5,1366537.8,0,4666517
2019-01-08T13:00:00,7446781,0,26700000,1293719.9,0,5554812.5,1891968.4,0,6153061
2019-01-08T14:00:00,6425805,0,26700000,1310797,0,4510018.5,1915786.4,0,5115008
2019-01-08T15:00:00,5732423,0,26700000,1233328.8,0,4174123.3,1558299.9,0,4499094
2019-01-08T16:00:00,4470376,0,26700000,1677601.5,0,3045011,1425365,0,2792774.5
2019-01-08T17:00:00,2649680.5,0,26700000,1534870.5,0,1483101.9,1166578.8,0,1114810
2019-01-08T18:00:00,996567.94,0,26065558,1618321.1,621753.2,0,996567.94,0,0
2019-01-08T19:00:00,961633.5,0,25055802,1951195,989561.5,0,961633.5,0,0
2019-01-08T20:00:00,897669.56,0,24283794,1654238,756568.44,0,897669.56,0,0
2019-01-08T21:00:00,465862.28,0,23829536,911036.06,445173.78,0,465862.28,0,0
2019-01-08T22:00:00,853142.8,0,23372318,1301217,448074.2,0,853142.8,0,0
2019-01-08T23:00:00,908080.56,0,23135610,1140055.4,231974.81,0,908080.56,0,0
2019-01-09T00:00:00,956112.6,0,22857194,1228960.6,272848,0,956112.6,0,0
2019-01-09T01:00:00,1043470.25,0,22555254,1339372.4,295902.13,0,1043470.25,0,0
2019-01-09T02:00:00,966477.25,0,22294786,1221736.1,255258.88,0,966477.25,0,0
2019-01-09T03:00:00,732991.2,0,21819080,1199183.9,466192.7,0,732991.2,0,0
2019-01-09T04:00:00,498455.78,0,20663882,1630550.5,1132094.8,0,498455.78,0,0
2019-01-09T05:00:00,307433.9,0,19469206,1478216.1,1170782.3,0,307433.9,0,0
2019-01-09T06:00:00,335239.2,0,17885444,1887326.3,1552087,9644.25,325594.94,0,0
2019-01-09T07:00:00,710737.2,0,16976456,1601546.4,890809.2,431786.84,278950.34,0,0
2019-01-09T08:00:00,2168178.5,0,17530202,1597306.5,0,1880536.9,287641.53,0,570872
2019-01-09T09:00:00,3738345,0,19584756,1620248.9,0,3419116.3,319228.63,0,2118096
2019-01-09T10:00:00,4386099.5,0,21941920,1956033.4,0,4062617.5,323482.1,0,2430066
2019-01-09T11:00:00,5787818.5,0,25549324,2068844.4,0,5308746,479072.56,0,3718974
2019-01-09T12:00:00,6267728,0,26700000,1648755.1,0,5593665,674062.9,0,4618973
2019-01-09T13:00:00,6710436.5,0,26700000,1924759.9,0,6036198.5,674238.06,0,4785676.5
2019-01-09T14:00:00,6264152,0,26700000,1699792.8,0,5616352,647799.9,0,4564359
2019-01-09T15:00:00,5016857,0,26700000,1569984.1,0,4347995.5,668861.7,0,3446873
2019-01-09T16:00:00,3776713,0,26700000,1759055.5,0,3063473.3,713239.6,0,2017657.5
2019-01-09T17:00:00,2340481.3,0,26700000,2011964.3,0,1703817.5,636663.75,0,328517
2019-01-09T18:00:00,632678.25,0,24617838,2673197,2040518.8,0,632678.25,0,0
2019-01-09T19:00:00,560591.06,0,22365066,2768307.5,2207716.5,0,560591.06,0,0
2019-01-09T20:00:00,437475.34,0,20549580,2216651.3,1779175.9,0,437475.34,0,0
2019-01-09T21:00:00,552717.9,0,19305616,1771803.6,1219085.8,0,552717.9,0,0
2019-01-09T22:00:00,593663.06,0,18184622,1692236.9,1098573.8,0,593663.06,0,0
2019-01-09T23:00:00,460032.03,0,17560590,1071583.4,611551.4,0,460032.03,0,0
2019-01-10T00:00:00,464313.34,0,16656247,1350569.6,886256.25,0,464313.34,0,0
2019-01-10T01:00:00,389974.94,0,15678012,1348644.8,958669.8,0,389974.94,0,0
2019-01-10T02:00:00,351709.16,0,14638210,1370715.1,1019006,0,351709.16,0,0
2019-01-10T03:00:00,259549.77,0,13499104,1375873.1,1116323.4,0,259549.77,0,0
2019-01-10T04:00:00,133187.23,0,11822810,1775954.9,1642767.6,0,133187.23,0,0
2019-01-10T05:00:00,0,0,10234561,1556483.6,1556483.6,0,0,0,0
2019-01-10T06:00:00,5511.0005,0,8166312,2032394.9,2026883.9,5511.0005,0,0,0
2019-01-10T07:00:00,530709.3,0,6699920,1967773.6,1437064.3,530709.3,0,0,0
2019-01-10T08:00:00,1498915.1,0,6439821.5,1753811.9,254896.75,1397222.1,101692.97,0,0
2019-01-10T09:00:00,2320245,0,6937527.5,1807145.9,0,2198154.3,122090.84,0,513099.13
2019-01-10T10:00:00,3051073.3,0,8317320.5,1628606.3,0,3051073.3,0,0,1422467
2019-01-10T11:00:00,4940083,0,11444904,1715770.1,0,4852527.5,87555.35,0,3224313
2019-01-10T12:00:00,4143011.8,0,13131925,2403814.5,0,4038277.3,104734.555,0,1739197.3
2019-01-10T13:00:00,3931082,0,15246560,1751045.9,0,3779627.5,151454.45,0,2180036
2019-01-10T14:00:00,3300686.3,0,16890910,1605480.5,0,3111878,188808.16,0,1695205.8
2019-01-10T15:00:00,2738913,0,17696102,1908818.4,0,2587506.3,151406.84,0,830094.6
2019-01-10T16:00:00,2146160,0,17922270,1912996.9,0,2019046.6,127113.445,0,233163.13
2019-01-10T17:00:00,1282283.4,0,17252696,1938465.4,656182,1174210.4,108073.055,0,0
2019-01-10T18:00:00,126001.88,0,13918584,3393431.5,3267429.5,0,126001.88,0,0
2019-01-10T19:00:00,209092.25,0,10919179,3148509,2939416.8,0,209092.25,0,0
2019-01-10T20:00:00,213994.1,0,8608916,2478052.3,2264058.3,0,213994.1,0,0
2019-01-10T21:00:00,222976.7,0,7434668,1373739.9,1150763.1,0,222976.7,0,0
2019-01-10T22:00:00,0,0,5708986.5,1691167.9,1691167.9,0,0,0,0
2019-01-10T23:00:00,0,0,4219121,1460068.1,1460068.1,0,0,0,0
2019-01-11T00:00:00,96235.51,0,3145620,1148266.5,1052031,0,96235.51,0,0
2019-01-11T01:00:00,100311.836,0,2082953.5,1141725,1041413.2,0,100311.836,0,0
2019-01-11T02:00:00,0,0,831311,1226609.6,1226609.6,0,0,0,0
2019-01-11T03:00:00,0,445577.3,0,1260262.1,814684.8,0,0,0,0
2019-01-11T04:00:00,0,1444682.3,0,1444682.3,0,0,0,0,0
2019-01-11T05:00:00,0,1714770.1,0,1714770.1,0,0,0,0,0
2019-01-11T06:00:00,5327.3,1779311.1,0,1784638.4,0,5327.3,0,0,0
2019-01-11T07:00:00,456770.03,944759.6,0,1401529.6,0,456770.03,0,0,0
2019-01-11T08:00:00,1432860,194866.5,0,1627726.5,0,1432860,0,0,0
2019-01-11T09:00:00,2754673.5,0,1158515,1560328.1,0,2754673.5,0,0,1194345.4
2019-01-11T10:00:00,3941926.5,0,3190940.8,1846642.3,0,3941926.5,0,0,2095284.3
2019-01-11T11:00:00,4847659.5,0,5782634.5,2175810.3,0,4847659.5,0,0,2671849.3
2019-01-11T12:00:00,5224703.5,0,9278343,1620880.5,0,5224703.5,0,0,3603823
2019-01-11T13:00:00,4890002,0,12223138,1854131.4,0,4890002,0,0,3035870.5
2019-01-11T14:00:00,4379683.5,0,14925189,1594063.8,0,4379683.5,0,0,2785619.8
2019-01-11T15:00:00,3626697,0,16799820,1694086.8,0,3626697,0,0,1932610.3
2019-01-11T16:00:00,2954998.3,0,18489510,1213049.1,0,2954998.3,0,0,1741949.1
2019-01-11T17:00:00,1534354.3,0,17981438,2032264.8,497910.5,1534354.3,0,0,0
2019-01-11T18:00:00,0,0,15129207,2795186.3,2795186.3,0,0,0,0
2019-01-11T19:00:00,0,0,12253689,2818008,2818008,0,0,0,0
2019-01-11T20:00:00,0,0,10621846,1599206.5,1599206.5,0,0,0,0
2019-01-11T21:00:00,0,0,8556655,2023887.3,2023887.3,0,0,0,0
2019-01-11T22:00:00,190560.31,0,7226898.5,1493721.8,1303161.5,0,190560.31,0,0
2019-01-11T23:00:00,215599.78,0,6307441,1116668.3,901068.5,0,215599.78,0,0
2019-01-12T00:00:00,250935.08,0,5424758.5,1115964,865028.94,0,250935.08,0,0
2019-01-12T01:00:00,245655.8,0,4207664,1438408.3,1192752.5,0,245655.8,0,0
2019-01-12T02:00:00,216520.86,0,3058835,1342373.3,1125852.4,0,216520.86,0,0
2019-01-12T03:00:00,188085.75,0,2021911.8,1204270.5,1016184.75,0,188085.75,0,0
2019-01-12T04:00:00,191945.97,0,1041786.75,1152468.5,960522.5,0,191945.97,0,0
2019-01-12T05:00:00,205485.56,737697.2,0,1964133.8,1020951.06,0,205485.56,0,0
2019-01-12T06:00:00,168098.3,2084959.8,0,2253058,0,27738.7,140359.6,0,0
2019-01-12T07:00:00,1386623.8,21231.25,0,1407855,0,1257793.9,128829.93,0,0
2019-01-12T08:00:00,2918104,0,1475967.1,1396488.5,0,2813365.8,104738.125,0,1521615.5
2019-01-12T09:00:00,4781068,0,4402589.5,1763931.6,0,4781068,0,0,3017136.5
2019-01-12T10:00:00,6101625.5,0,9031204,1329858.5,0,5921018.5,180606.81,0,4771767
2019-01-12T11:00:00,6470256.5,0,13625387,1733985.3,0,6350601,119655.69,0,4736271
2019-01-12T12:00:00,6770956.5,0,18524158,1720677.8,0,6651869,119087.38,0,5050279
2019-01-12T13:00:00,6779335.5,0,23367446,1786255,0,6683465,95870.53,0,4993080.5
2019-01-12T14:00:00,5804277,0,26700000,1683898.4,0,5804277,0,0,4120378.5
2019-01-12T15:00:00,4083099.8,0,26700000,1513913.1,0,4083099.8,0,0,2569186.5
2019-01-12T16:00:00,2341440.3,0,26700000,1472651.3,0,2341440.3,0,0,868789
2019-01-12T17:00:00,1689213.4,0,26287210,2093747.9,404534.5,1689213.4,0,0,0
2019-01-12T18:00:00,0,0,23252348,2974165,2974165,0,0,0,0
2019-01-12T19:00:00,0,0,20650846,2549472.5,2549472.5,0,0,0,0
2019-01-12T20:00:00,0,0,18472104,2135167.8,2135167.8,0,0,0,0
2019-01-12T21:00:00,0,0,16918142,1522882.3,1522882.3,0,0,0,0
2019-01-12T22:00:00,0,0,15507355,1382570.9,1382570.9,0,0,0,0
2019-01-12T23:00:00,0,0,14038980,1439007.5,1439007.5,0,0,0,0
2019-01-13T00:00:00,0,0,12752016,1261224.4,1261224.4,0,0,0,0
2019-01-13T01:00:00,0,0,11483487,1243158.6,1243158.6,0,0,0,0
2019-01-13T02:00:00,0,0,10183344,1274140.6,1274140.6,0,0,0,0
2019-01-13T03:00:00,0,0,8928560,1229688.5,1229688.5,0,0,0,0
2019-01-13T04:00:00,0,0,7264437,1630840.6,1630840.6,0,0,0,0
2019-01-13T05:00:00,0,0,5765926,1468540.9,1468540.9,0,0,0,0
2019-01-13T06:00:00,21860.299,0,3704309.5,2042244.4,2020384.1,21860.299,0,0,0
2019-01-13T07:00:00,943575.06,0,2973697.3,1659575.1,716000.06,943575.06,0,0,0
2019-01-13T08:00:00,2702318.8,0,4178943.5,1459796.8,0,2702318.8,0,0,1242522
2019-01-13T09:00:00,3666009,0,6013941,1774259,0,3666009,0,0,1891750
2019-01-13T10:00:00,5682156.5,0,10394177,1166449.5,0,5550679,131477.6,0,4515707
2019-01-13T11:00:00,6743952.5,0,15152014,1838966.4,0,6586104.5,157848.17,0,4904986
2019-01-13T12:00:00,7140327,0,19887276,2258612.5,0,7140327,0,0,4881714.5
2019-01-13T13:00:00,6399487,0,23853902,2310181.8,0,6314779.5,84707.56,0,4089305.3
2019-01-13T14:00:00,6514991,0,26700000,1621233.4,0,6403230.5,111760.73,0,4893757.5
2019-01-13T15:00:00,5362866,0,26700000,1816764.4,0,5255473,107393.01,0,3546101.5
2019-01-13T16:00:00,3402583.3,0,26700000,1560516.9,0,3402583.3,0,0,1842066.4
2019-01-13T17:00:00,1625469.5,0,26700000,1624955,0,1625469.5,0,0,514.5
2019-01-13T18:00:00,0,0,24008208,2637956,2637956,0,0,0,0
2019-01-13T19:00:00,0,0,21030958,2917704.3,2917704.3,0,0,0,0
2019-01-13T20:00:00,0,0,18766504,2219165,2219165,0,0,0,0
2019-01-13T21:00:00,82230.48,0,16942948,1869314.4,1787083.9,0,82230.48,0,0
2019-01-13T22:00:00,204768.17,0,15476394,1641991.1,1437223,0,204768.17,0,0
2019-01-13T23:00:00,124877.29,0,14235730,1340727.8,1215850.5,0,124877.29,0,0
2019-01-14T00:00:00,109220.54,0,13254275,1071046.5,961825.94,0,109220.54,0,0
2019-01-14T01:00:00,156979.73,0,12238297,1152637.8,995658,0,156979.73,0,0
2019-01-14T02:00:00,232015.45,0,11060052,1386695.1,1154679.6,0,232015.45,0,0
2019-01-14T03:00:00,305777.75,0,10136777,1210587.1,904809.4,0,305777.75,0,0
2019-01-14T04:00:00,215619.05,0,8964922,1364037,1148418,0,215619.05,0,0
2019-01-14T05:00:00,0,0,7773562,1167532.6,1167532.6,0,0,0,0
2019-01-14T06:00:00,26177.25,0,5561449,2194048,2167870.8,26177.25,0,0,0
2019-01-14T07:00:00,984815.7,0,5019215,1516205,531389.3,984815.7,0,0,0
2019-01-14T08:00:00,2755245,0,6044828,1697912.3,0,2588333,166911.9,0,1057332.8
