time,P,G(i),H_sun,T2m,WS10m,Int
20190113:0230,697.14,844.73,51.8,0.0,0.0,0.0
20190113:0330,572.18,681.69,37.86,0.0,0.0,0.0
20190113:0430,370.45,446.71,23.93,0.0,0.0,0.0
20190113:0530,176.97,262.64,10.11,0.0,0.0,0.0
20190113:0630,0.0,0.0,-3.49,0.0,0.0,0.0
20190113:0730,0.0,0.0,-16.69,0.0,0.0,0.0
20190113:0830,0.0,0.0,0.0,0.0,0.0,0.0
20190113:0930,0.0,0.0,0.0,0.0,0.0,0.0
20190113:1030,0.0,0.0,0.0,0.0,0.0,0.0
20190113:1130,0.0,0.0,0.0,0.0,0.0,0.0
20190113:1230,0.0,0.0,0.0,0.0,0.0,0.0
20190113:1330,0.0,0.0,0.0,0.0,0.0,0.0
20190113:1430,0.0,0.0,0.0,0.0,0.0,0.0
20190113:1530,0.0,0.0,0.0,0.0,0.0,0.0
20190113:1630,0.0,0.0,0.0,0.0,0.0,0.0
20190113:1730,0.0,0.0,0.0,0.0,0.0,0.0
20190113:1830,2.85,12.44,13.25,0.0,0.0,0.0
20190113:1930,107.22,137.18,27.11,0.0,0.0,0.0
20190113:2030,281.8,326.12,41.05,0.0,0.0,0.0
20190113:2130,430.34,496.35,54.97,0.0,0.0,0.0
20190113:2230,584.96,690.85,68.57,0.0,0.0,0.0
20190113:2330,717.47,869.71,80.12,0.0,0.0,0.0
20190114:0030,753.26,922.98,78.16,0.0,0.0,0.0
20190114:0130,699.25,847.88,65.65,0.0,0.0,0.0
20190114:0230,637.81,763.04,51.9,0.0,0.0,0.0
20190114:0330,596.75,712.85,37.94,0.0,0.0,0.0
20190114:0430,455.38,554.53,23.99,0.0,0.0,0.0
20190114:0530,190.92,287.52,10.16,0.0,0.0,0.0
20190114:0630,0.0,0.0,-3.45,0.0,0.0,0.0
20190114:0730,0.0,0.0,-16.68,0.0,0.0,0.0
20190114:0830,0.0,0.0,0.0,0.0,0.0,0.0
20190114:0930,0.0,0.0,0.0,0.0,0.0,0.0
20190114:1030,0.0,0.0,0.0,0.0,0.0,0.0
20190114:1130,0.0,0.0,0.0,0.0,0.0,0.0
20190114:1230,0.0,0.0,0.0,0.0,0.0,0.0
20190114:1330,0.0,0.0,0.0,0.0,0.0,0.0
20190114:1430,0.0,0.0,0.0,0.0,0.0,0.0
20190114:1530,0.0,0.0,0.0,0.0,0.0,0.0
20190114:1630,0.0,0.0,0.0,0.0,0.0,0.0
20190114:1730,0.0,0.0,0.0,0.0,0.0,0.0
20190114:1830,1.03,7.95,13.14,0.0,0.0,0.0
20190114:1930,95.15,123.4,27.01,0.0,0.0,0.0
20190114:2030,256.16,299.12,40.97,0.0,0.0,0.0
20190114:2130,365.97,425.8,54.91,0.0,0.0,0.0
20190114:2230,460.51,537.05,68.54,0.0,0.0,0.0
20190114:2330,626.96,751.73,80.21,0.0,0.0,0.0
20190115:0030,642.17,771.55,78.35,0.0,0.0,0.0
20190115:0130,526.96,621.88,65.78,0.0,0.0,0.0
20190115:0230,533.96,630.82,52.0,0.0,0.0,0.0
20190115:0330,458.55,539.9,38.03,0.0,0.0,0.0
20190115:0430,321.19,384.1,24.06,0.0,0.0,0.0
20190115:0530,159.54,211.25,10.21,0.0,0.0,0.0
20190115:0630,0.0,0.0,-3.42,0.0,0.0,0.0
20190115:0730,0.0,0.0,-16.67,0.0,0.0,0.0
20190115:0830,0.0,0.0,0.0,0.0,0.0,0.0
20190115:0930,0.0,0.0,0.0,0.0,0.0,0.0
20190115:1030,0.0,0.0,0.0,0.0,0.0,0.0
20190115:1130,0.0,0.0,0.0,0.0,0.0,0.0
20190115:1230,0.0,0.0,0.0,0.0,0.0,0.0
20190115:1330,0.0,0.0,0.0,0.0,0.0,0.0
20190115:1430,0.0,0.0,0.0,0.0,0.0,0.0
20190115:1530,0.0,0.0,0.0,0.0,0.0,0.0
20190115:1630,0.0,0.0,0.0,0.0,0.0,0.0
